0,1,2
https://pubchem.ncbi.nlm.nih.gov/compound/23925,"7439-89-6, 33485-98-2, 8048-10-0, 12597-68-1, 14067-02-8, 8053-60-9","129048-51-7, 161135-39-3, 1867181-06-3, 190454-13-8, 195161-83-2, 199281-22-6, 2230894-10-5, 39344-71-3, 443783-52-6, 490018-39-8, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9, 129048-51-7, 161135-39-3, 190454-13-8, 195161-83-2, 199281-22-6, 39344-71-3, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9"
https://pubchem.ncbi.nlm.nih.gov/compound/962,"7732-18-5, 17778-80-2, 3352-57-6","1202864-49-0, 1371582-34-1, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 1371582-34-1, 2886715-16-6, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 558440-53-2"
https://pubchem.ncbi.nlm.nih.gov/compound/5462222,7440-09-7,31079-13-7
https://pubchem.ncbi.nlm.nih.gov/compound/5359367,7440-69-9,"24267-48-9, 25243-76-9"
https://pubchem.ncbi.nlm.nih.gov/compound/311,77-92-9,"1192555-95-5, 12262-73-6, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 1192555-95-5, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7"
https://pubchem.ncbi.nlm.nih.gov/compound/313,"7647-01-0, 22537-15-1","113962-65-5, 218625-68-4, 51005-19-7, 61674-62-2"
https://pubchem.ncbi.nlm.nih.gov/compound/24261,"7631-86-9, 14639-89-5, 14808-60-7, 13778-37-5, 15468-32-3, 14464-46-1, 20243-18-9, 91053-39-3, 60676-86-0, 112926-00-8, 112945-52-5, 61790-53-2, 13778-38-6, 17679-64-0, 92283-58-4, 99439-28-8, 11126-22-0, 121375-93-7","1004994-79-9, 1006727-26-9, 1007355-41-0, 102381-58-8, 1065194-86-6, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 1206890-01-8, 12125-13-2, 122985-48-2, 125623-17-8, 1259281-12-3, 1262535-72-7, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1364664-19-6, 1365618-91-2, 1367454-14-5, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 1384115-98-3, 138860-82-9, 139074-73-0, 1396528-08-7, 1431704-97-0, 1431704-98-1, 1431705-01-9, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 1474086-62-8, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 1675960-65-2, 1678497-74-9, 171264-18-9, 172306-09-1, 173299-41-7, 173358-69-5, 179046-03-8, 1844839-43-5, 184654-53-3, 1848955-43-0, 185461-90-9, 188357-77-9, 191289-29-9, 1933499-98-9, 203526-86-7, 2067262-90-0, 206770-31-2, 207868-97-1, 2095803-93-1, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 217643-58-8, 2215023-93-9, 2215943-42-1, 2226478-11-9, 2300155-82-0, 231629-15-5, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 247900-77-2, 250579-70-5, 250579-78-3, 264907-28-0, 2699030-77-6, 330152-64-2, 341028-71-5, 368432-40-0, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 402735-49-3, 402828-37-9, 402828-39-1, 402828-40-4, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 736175-62-5, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 105269-70-3, 1317-48-2, 122304-48-7, 122304-49-8, 12425-26-2, 1317-79-9, 70594-95-5, 87347-84-0, 119573-97-6, 1355213-18-1, 1417404-62-6, 221007-06-3, 37224-34-3, 37224-35-4, 55126-05-1, 942229-17-6, 67256-35-3, 1004994-79-9, 1006727-26-9, 1007355-41-0, 102381-58-8, 1065194-86-6, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 1206890-01-8, 12125-13-2, 122985-48-2, 125623-17-8, 1259281-12-3, 1262535-72-7, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1364664-19-6, 1365618-91-2, 1367454-14-5, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 1384115-98-3, 138860-82-9, 139074-73-0, 1396528-08-7, 1431704-97-0, 1431704-98-1, 1431705-01-9, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 1474086-62-8, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 1675960-65-2, 1678497-74-9, 171264-18-9, 172306-09-1, 173299-41-7, 173358-69-5, 179046-03-8, 1819971-25-9, 1844839-43-5, 184654-53-3, 1848955-43-0, 185461-90-9, 188357-77-9, 191289-29-9, 1933499-98-9, 194944-70-2, 203526-86-7, 2067262-90-0, 206770-31-2, 207868-97-1, 2095803-93-1, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 2215023-93-9, 2215943-42-1, 2226478-11-9, 2300155-82-0, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 2699030-77-6, 2756971-14-7, 2883522-94-7, 2940870-12-0, 2952810-94-3, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 736175-62-5, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 11139-66-5, 12623-98-2, 12750-99-1, 179530-11-1, 192230-56-1, 29847-98-1, 37264-95-2, 37328-66-8, 37337-67-0, 39421-62-0, 39455-02-2, 476646-87-4, 50814-24-9, 51109-72-9, 53571-43-0, 54511-18-1, 54990-61-3, 54990-62-4, 55839-10-6, 56748-40-4, 57126-63-3, 57692-84-9, 61970-41-0, 64060-29-3, 67016-73-3, 67417-47-4, 68368-75-2, 68445-07-8, 693252-59-4, 695179-75-0, 70225-81-9, 73158-38-0, 77108-41-9, 81988-94-5, 1004994-79-9, 1006727-26-9, 1007355-41-0, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 12125-13-2, 122985-48-2, 125623-17-8, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1365618-91-2, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 138860-82-9, 139074-73-0, 1396528-08-7, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 171264-18-9, 172306-09-1, 173299-41-7, 179046-03-8, 184654-53-3, 185461-90-9, 188357-77-9, 191289-29-9, 203526-86-7, 206770-31-2, 207868-97-1, 217643-58-8, 231629-15-5, 247900-77-2, 250579-70-5, 250579-78-3, 264907-28-0, 330152-64-2, 341028-71-5, 368432-40-0, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 402735-49-3, 402828-37-9, 402828-39-1, 402828-40-4, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 63231-67-4; 14808-60-7"
https://pubchem.ncbi.nlm.nih.gov/compound/11658860,616202-92-7,
https://pubchem.ncbi.nlm.nih.gov/compound/962,"7732-18-5, 17778-80-2, 3352-57-6","1202864-49-0, 1371582-34-1, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 1371582-34-1, 2886715-16-6, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 558440-53-2"
https://pubchem.ncbi.nlm.nih.gov/compound/36921,34787-01-4,
https://pubchem.ncbi.nlm.nih.gov/compound/5360545,7440-23-5,"1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 184637-88-5, 351903-26-9"
https://pubchem.ncbi.nlm.nih.gov/compound/8931,143-57-7,"11016-42-5, 1360-61-8"
https://pubchem.ncbi.nlm.nih.gov/compound/176,"64-19-7, 546-67-8, 2887-46-9, 77671-22-8, 57745-60-5, 63459-47-2, 285977-76-6, 8028-52-2","1053656-97-5, 1173022-32-6, 77671-22-8, 612524-90-0, 1053656-97-5, 463-83-2"
https://pubchem.ncbi.nlm.nih.gov/compound/176,"64-19-7, 546-67-8, 2887-46-9, 77671-22-8, 57745-60-5, 63459-47-2, 285977-76-6, 8028-52-2","1053656-97-5, 1173022-32-6, 77671-22-8, 612524-90-0, 1053656-97-5, 463-83-2"
https://pubchem.ncbi.nlm.nih.gov/compound/18477544,124-97-0,
https://pubchem.ncbi.nlm.nih.gov/compound/1118,"7664-93-9, 12772-98-4, 14808-79-8","119540-51-1, 127529-01-5, 140623-70-7, 119540-51-1, 127529-01-5, 140623-70-7, 1973539-23-9"
https://pubchem.ncbi.nlm.nih.gov/compound/5327,57-68-1,
https://pubchem.ncbi.nlm.nih.gov/compound/176,"64-19-7, 546-67-8, 2887-46-9, 77671-22-8, 57745-60-5, 63459-47-2, 285977-76-6, 8028-52-2","1053656-97-5, 1173022-32-6, 77671-22-8, 612524-90-0, 1053656-97-5, 463-83-2"
https://pubchem.ncbi.nlm.nih.gov/compound/5429,83-67-0,
https://pubchem.ncbi.nlm.nih.gov/compound/5360545,7440-23-5,"1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 184637-88-5, 351903-26-9"
https://pubchem.ncbi.nlm.nih.gov/compound/962,"7732-18-5, 17778-80-2, 3352-57-6","1202864-49-0, 1371582-34-1, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 1371582-34-1, 2886715-16-6, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 558440-53-2"
https://pubchem.ncbi.nlm.nih.gov/compound/5360545,7440-23-5,"1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 184637-88-5, 351903-26-9"
https://pubchem.ncbi.nlm.nih.gov/compound/962,"7732-18-5, 17778-80-2, 3352-57-6","1202864-49-0, 1371582-34-1, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 1371582-34-1, 2886715-16-6, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 558440-53-2"
https://pubchem.ncbi.nlm.nih.gov/compound/338,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1"
https://pubchem.ncbi.nlm.nih.gov/compound/5429,83-67-0,
https://pubchem.ncbi.nlm.nih.gov/compound/944,"7697-37-2, 12507-77-6, 10361-80-5, 52583-42-3, 12033-49-7, 78989-43-2","1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 218625-70-8, 2195414-73-2, 78989-43-2, 802862-59-5, 807260-90-8, 1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 218625-70-8, 2195414-73-2, 2732749-95-8, 78989-43-2, 802862-59-5, 807260-90-8, 1053657-18-3, 218625-70-8, 78989-43-2"
https://pubchem.ncbi.nlm.nih.gov/compound/23931,7439-97-6,"123720-03-6, 149038-91-5, 51887-47-9, 8030-64-6, 8031-27-4, 92355-34-5, 92786-62-4, 123720-03-6, 149038-91-5, 51887-47-9, 8030-64-6, 8031-27-4, 92786-62-4"
https://pubchem.ncbi.nlm.nih.gov/compound/222,"7664-41-7, 17778-88-0","1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 8007-57-6"
https://pubchem.ncbi.nlm.nih.gov/compound/54158,78266-06-5,
https://pubchem.ncbi.nlm.nih.gov/compound/5360545,7440-23-5,"1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 184637-88-5, 351903-26-9"
https://pubchem.ncbi.nlm.nih.gov/compound/5462222,7440-09-7,31079-13-7
https://pubchem.ncbi.nlm.nih.gov/compound/3893,"143-07-7, 203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0","203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0, 203714-07-2, 7632-48-6, 8045-27-0"
https://pubchem.ncbi.nlm.nih.gov/compound/1123,107-35-7,"1365481-05-5, 1629855-90-8, 2087491-53-8, 91105-79-2"
